sbu_cd,store_num,invoice_date,day_date,c445_wk_num,c445_prd_num,c445_qtr_num,c445_yr_num,total_pos,total_pos_taxes
CTR,212,11/05/2021,11/05/2021,44,11,4,2021,6269.84,6583.34
CTR,212,11/06/2021,11/06/2021,44,11,4,2021,2024.81,2126.05
CTR,212,11/07/2021,11/07/2021,45,11,4,2021,2234.41,2346.14
CTR,212,11/09/2021,11/09/2021,45,11,4,2021,1385.44,1495.86
CTR,212,11/13/2021,11/13/2021,45,11,4,2021,3275.15,3438.9
CTR,212,11/16/2021,11/16/2021,46,11,4,2021,5413.73,5684.41
CTR,212,11/18/2021,11/18/2021,46,11,4,2021,3053.18,3179.16
CTR,212,11/19/2021,11/19/2021,46,11,4,2021,1774.94,1890.38
CTR,212,11/20/2021,11/20/2021,46,11,4,2021,1591.18,1670.74
CTR,212,11/22/2021,11/22/2021,47,11,4,2021,2103.09,2208.24
CTR,212,11/23/2021,11/23/2021,47,11,4,2021,3652.58,3835.21
CTR,212,11/24/2021,11/24/2021,47,11,4,2021,856.27,899.07
CTR,212,11/26/2021,11/26/2021,47,11,4,2021,2809.7,2950.19
CTR,212,11/27/2021,11/27/2021,47,11,4,2021,6243.79,6519.24
CTR,212,11/28/2021,11/28/2021,48,12,4,2021,1739.79,1826.77
CTR,212,12/01/2021,12/01/2021,48,12,4,2021,4605.91,4836.21
CTR,212,12/05/2021,12/05/2021,49,12,4,2021,3255.84,3418.64
CTR,212,12/06/2021,12/06/2021,49,12,4,2021,3645.92,3828.22
CTR,212,12/08/2021,12/08/2021,49,12,4,2021,4513.45,4739.14
CTR,212,12/09/2021,12/09/2021,49,12,4,2021,5762.54,6050.66
CTR,212,12/10/2021,12/10/2021,49,12,4,2021,5883.74,6145.02
CTR,212,12/11/2021,12/11/2021,49,12,4,2021,1685.51,1769.79
CTR,212,12/12/2021,12/12/2021,50,12,4,2021,2949.09,3096.54
CTR,212,12/13/2021,12/13/2021,50,12,4,2021,4778.83,5017.77
CTR,212,12/14/2021,12/14/2021,50,12,4,2021,4014.49,4215.23
CTR,212,12/15/2021,12/15/2021,50,12,4,2021,2440.42,2562.44
CTR,212,12/18/2021,12/18/2021,50,12,4,2021,4073.99,4284.06
CTR,212,12/19/2021,12/19/2021,51,12,4,2021,2549.73,2677.22
CTR,212,12/20/2021,12/20/2021,51,12,4,2021,1614.85,1695.6
CTR,212,12/21/2021,12/21/2021,51,12,4,2021,6119.01,6424.98
CTR,212,12/23/2021,12/23/2021,51,12,4,2021,3532.34,3659.36
CTR,212,12/24/2021,12/24/2021,51,12,4,2021,5729.3,6015.77
